Date,Close/Last,Volume,Open,High,Low
04/07/2020,$7.66,3469881,$8.07,$8.15,$7.61
04/06/2020,$7.95,4910448,$7.824,$8.06,$7.71
04/03/2020,$7.48,3059773,$7.94,$7.94,$7.25
04/02/2020,$7.7201,7980626,$7.00,$7.87,$6.98
04/01/2020,$6.495,4274846,$6.80,$6.90,$6.41
03/31/2020,$7.12,2675503,$7.07,$7.14,$6.94
03/30/2020,$7.05,3654427,$7.08,$7.15,$6.91
03/27/2020,$7.30,3841166,$7.369,$7.405,$7.11
03/26/2020,$7.36,4711538,$7.27,$7.47,$7.05
03/25/2020,$7.35,4165800,$7.577,$7.67,$7.25
03/24/2020,$7.55,4561482,$7.85,$7.93,$7.45
03/23/2020,$7.19,4204967,$7.02,$7.33,$6.86
03/20/2020,$7.00,6952056,$7.73,$7.99,$6.65
03/19/2020,$7.20,8487054,$6.98,$7.53,$6.59
03/18/2020,$6.01,5589735,$5.87,$6.09,$5.55
03/17/2020,$6.10,5408652,$5.90,$6.44,$5.62
03/16/2020,$5.539,7240460,$5.13,$5.94,$5.01
03/13/2020,$6.32,10933570,$6.92,$7.50,$5.61
03/12/2020,$6.42,11750460,$6.97,$7.35,$5.88
03/11/2020,$8.61,5530764,$9.00,$9.05,$8.15
03/10/2020,$9.26,4923890,$9.41,$9.49,$8.52
03/09/2020,$8.87,9051912,$8.99,$9.10,$8.21
03/06/2020,$10.58,4238410,$10.927,$11.11,$10.26
03/05/2020,$10.93,6350441,$10.43,$10.99,$10.05
03/04/2020,$10.04,2981066,$10.08,$10.29,$9.96
03/03/2020,$10.00,4127408,$10.27,$10.42,$9.45
03/02/2020,$10.355,4341241,$10.48,$10.64,$10.15
02/28/2020,$9.85,4698525,$9.70,$10.10,$9.56
02/27/2020,$10.51,6697607,$10.49,$10.84,$9.67
02/26/2020,$10.36,8500303,$10.15,$10.43,$9.91
02/25/2020,$10.535,7397543,$11.584,$11.59,$10.53
02/24/2020,$11.72,7666972,$12.72,$12.80,$11.44
02/21/2020,$12.535,3671100,$12.487,$12.72,$12.15
02/20/2020,$12.33,5849251,$12.584,$12.89,$12.22
02/19/2020,$13.13,4840875,$13.50,$13.56,$12.92
02/18/2020,$13.46,6380284,$12.447,$13.47,$12.18
02/14/2020,$13.208,4327120,$13.05,$13.24,$12.72
02/13/2020,$12.55,5597548,$13.47,$13.58,$12.51
02/12/2020,$13.48,6291163,$13.067,$13.69,$13.06
02/11/2020,$12.995,7269021,$12.25,$13.06,$11.94
02/10/2020,$12.18,4763755,$12.01,$12.29,$11.87
02/07/2020,$11.79,3450261,$11.90,$11.98,$11.57
02/06/2020,$11.7001,5313688,$11.95,$12.05,$11.52
02/05/2020,$11.515,6963768,$11.05,$11.62,$10.93
02/04/2020,$10.54,3227749,$10.46,$10.55,$10.20
02/03/2020,$10.585,3272509,$10.887,$11.02,$10.52
01/31/2020,$10.90,4674516,$11.21,$11.21,$10.55
01/30/2020,$11.33,7483146,$11.007,$11.38,$10.90
01/29/2020,$10.90,6848129,$10.31,$11.00,$10.27
01/28/2020,$10.12,3634483,$10.043,$10.20,$9.85
01/27/2020,$9.82,3124689,$9.80,$9.94,$9.56
01/24/2020,$9.48,2374798,$9.07,$9.50,$9.06
01/23/2020,$8.99,4281016,$9.27,$9.27,$8.90
01/22/2020,$9.53,2299248,$9.65,$9.68,$9.42
01/21/2020,$9.74,3997369,$9.89,$9.90,$9.51
01/17/2020,$10.07,3911640,$9.99,$10.10,$9.80
01/16/2020,$9.715,3078367,$9.87,$9.90,$9.69
01/15/2020,$9.9901,3709078,$10.28,$10.32,$9.83
01/14/2020,$10.03,6932986,$10.16,$10.22,$9.78
01/13/2020,$9.44,2680591,$9.39,$9.59,$9.31
01/10/2020,$9.60,4485516,$9.30,$9.72,$9.30
01/09/2020,$9.30,3057689,$9.26,$9.38,$8.95
01/08/2020,$9.3215,7626652,$10.27,$10.28,$9.15
01/07/2020,$10.10,7787364,$9.48,$10.10,$9.26
01/06/2020,$8.99,3450542,$8.98,$9.03,$8.92
01/03/2020,$8.59,3858799,$8.28,$8.59,$8.13
01/02/2020,$7.98,3377558,$8.18,$8.34,$7.91
12/31/2019,$8.19,3093799,$8.47,$8.47,$8.15
12/30/2019,$8.42,2553392,$8.75,$8.75,$8.40
12/27/2019,$8.58,2608521,$8.54,$8.72,$8.50
12/26/2019,$8.82,2744385,$8.85,$9.04,$8.63
12/24/2019,$8.85,1851893,$9.04,$9.07,$8.75
12/23/2019,$9.00,3651508,$9.09,$9.42,$8.90
12/20/2019,$8.88,2184700,$8.55,$8.90,$8.51
12/19/2019,$8.44,1914767,$8.45,$8.56,$8.32
12/18/2019,$8.42,3475068,$8.02,$8.63,$8.00
12/17/2019,$8.01,3276721,$8.19,$8.19,$7.92
12/16/2019,$8.27,2971600,$8.61,$8.70,$8.25
12/13/2019,$8.79,1360951,$8.75,$8.86,$8.69
12/12/2019,$8.77,941517,$8.62,$8.77,$8.52
12/11/2019,$8.62,860532,$8.65,$8.68,$8.56
12/10/2019,$8.65,1559399,$8.77,$8.81,$8.59
12/09/2019,$8.82,1595000,$9.05,$9.19,$8.72
12/06/2019,$9.00,1485535,$8.70,$9.07,$8.6901
12/05/2019,$8.81,1592241,$8.92,$9.00,$8.66
12/04/2019,$8.73,2318838,$9.11,$9.19,$8.71
12/03/2019,$8.99,1332603,$9.04,$9.10,$8.91
12/02/2019,$8.99,2401917,$9.22,$9.23,$8.99
11/29/2019,$9.57,2272626,$9.77,$9.89,$9.55
11/27/2019,$9.58,3452184,$9.04,$9.74,$9.04
11/26/2019,$9.00,1446056,$8.95,$9.03,$8.91
11/25/2019,$9.04,3050009,$9.15,$9.45,$8.92
11/22/2019,$9.27,4922599,$8.63,$9.29,$8.53
11/21/2019,$9.31,4490232,$9.50,$9.50,$9.01
11/20/2019,$9.69,2041238,$9.64,$10.10,$9.60
11/19/2019,$9.61,2954328,$9.92,$10.00,$9.60
11/18/2019,$10.10,2947645,$10.37,$10.37,$9.80
11/15/2019,$10.26,1611368,$10.41,$10.41,$10.13
11/14/2019,$10.46,1227783,$10.60,$10.60,$10.34
11/13/2019,$10.66,1101257,$10.70,$10.80,$10.60
11/12/2019,$10.68,1451855,$10.61,$10.84,$10.43
11/11/2019,$10.76,1426679,$10.68,$10.89,$10.45
11/08/2019,$10.88,3045579,$10.49,$10.88,$10.32
11/07/2019,$10.88,2028245,$11.10,$11.115,$10.68
11/06/2019,$11.20,1690500,$11.72,$11.87,$11.18
11/05/2019,$11.65,2168698,$11.64,$11.98,$11.60
11/04/2019,$11.82,3561898,$11.40,$12.02,$11.31
11/01/2019,$11.20,1518702,$11.05,$11.21,$10.91
10/31/2019,$11.12,1917557,$11.08,$11.25,$10.933
10/30/2019,$10.85,2150069,$10.69,$10.94,$10.52
10/29/2019,$10.99,2765303,$11.23,$11.45,$10.86
10/28/2019,$11.26,4960818,$11.03,$11.35,$10.73
10/25/2019,$10.31,8299362,$8.77,$10.46,$8.71
10/24/2019,$8.48,1736894,$8.61,$8.74,$8.42
10/23/2019,$8.55,3165714,$8.39,$8.75,$8.35
10/22/2019,$9.02,977596,$9.20,$9.20,$8.97
10/21/2019,$9.07,1850517,$9.11,$9.17,$8.86
10/18/2019,$8.725,2000363,$8.74,$8.795,$8.63
10/17/2019,$8.97,2073276,$8.89,$9.21,$8.80
10/16/2019,$8.76,4329526,$9.15,$9.15,$8.71
10/15/2019,$9.28,2668371,$9.62,$9.75,$9.26
10/14/2019,$9.72,1199909,$9.895,$10.00,$9.675
10/11/2019,$9.81,2132279,$10.10,$10.15,$9.75
10/10/2019,$10.33,1512948,$10.35,$10.47,$10.21
10/09/2019,$10.38,3818853,$9.61,$10.52,$9.56
10/08/2019,$9.635,1362235,$9.88,$9.91,$9.56
10/07/2019,$9.85,2245725,$9.79,$10.23,$9.72
10/04/2019,$9.79,1313164,$9.84,$9.85,$9.52
10/03/2019,$9.75,1960100,$9.79,$9.85,$9.31
10/02/2019,$9.66,2009621,$9.88,$9.95,$9.46
10/01/2019,$9.90,3860126,$10.73,$10.80,$9.76
09/30/2019,$10.59,4890781,$10.025,$10.65,$9.95
09/27/2019,$9.83,3585886,$9.96,$10.05,$9.60
09/26/2019,$10.05,6770203,$10.26,$10.28,$9.25
09/25/2019,$10.20,5203161,$10.77,$10.89,$10.15
09/24/2019,$11.06,9384958,$12.08,$12.08,$10.55
09/23/2019,$12.22,2475343,$12.35,$12.555,$12.16
09/20/2019,$12.80,1496529,$12.81,$12.91,$12.70
09/19/2019,$12.65,1794184,$12.25,$12.67,$12.10
09/18/2019,$12.588,1225119,$12.69,$12.75,$12.44
09/17/2019,$12.79,2253942,$12.39,$12.97,$12.28
09/16/2019,$12.25,1375724,$12.45,$12.58,$12.16
09/13/2019,$12.59,1485608,$12.73,$12.76,$12.31
09/12/2019,$12.68,2103514,$12.60,$12.85,$12.53
09/11/2019,$12.28,1684828,$12.05,$12.29,$11.92
09/10/2019,$12.05,2133843,$12.28,$12.29,$11.90
09/09/2019,$12.29,2360654,$12.60,$12.85,$12.07
09/06/2019,$12.65,2865342,$13.20,$13.43,$12.52
09/05/2019,$12.85,1481421,$13.08,$13.09,$12.75
09/04/2019,$13.17,2540591,$12.80,$13.18,$12.51
09/03/2019,$12.93,4592787,$12.86,$13.21,$12.76
08/30/2019,$11.72,1357644,$11.63,$11.93,$11.63
08/29/2019,$11.60,3569472,$11.53,$11.80,$11.51
08/28/2019,$11.86,5716826,$12.67,$13.06,$11.72
08/27/2019,$12.73,1875819,$12.99,$12.99,$12.57
08/26/2019,$13.01,1734976,$13.40,$13.47,$13.00
08/23/2019,$13.44,2188934,$13.25,$13.80,$13.25
08/22/2019,$13.23,1667602,$13.03,$13.47,$12.91
08/21/2019,$13.08,3894004,$12.74,$13.28,$12.48
08/20/2019,$13.50,1519522,$13.76,$13.76,$13.30
08/19/2019,$13.74,4559696,$14.00,$14.25,$13.68
08/16/2019,$13.45,3253466,$12.70,$13.53,$12.50
08/15/2019,$12.71,3495377,$12.25,$12.88,$12.15
08/14/2019,$12.28,7490092,$13.44,$13.44,$12.04
08/13/2019,$13.52,5158724,$14.21,$14.21,$13.23
08/12/2019,$14.60,1990869,$14.49,$14.79,$14.20
08/09/2019,$14.88,2142664,$14.65,$14.98,$14.57
08/08/2019,$14.50,3023997,$14.95,$14.99,$14.30
08/07/2019,$14.97,4709857,$15.31,$15.50,$14.34
08/06/2019,$14.77,4507728,$14.70,$15.26,$14.45
08/05/2019,$14.60,10188790,$15.70,$15.75,$14.18
08/02/2019,$14.18,6327041,$14.30,$14.85,$14.15
08/01/2019,$13.98,3855499,$13.74,$14.00,$12.63
07/31/2019,$13.64,6274392,$13.28,$13.94,$13.25
07/30/2019,$12.77,3821742,$12.19,$12.98,$12.19
07/29/2019,$12.16,3132322,$12.18,$12.39,$12.10
07/26/2019,$12.49,2771969,$12.60,$12.64,$12.12
07/25/2019,$12.59,2795933,$13.02,$13.04,$12.54
07/24/2019,$12.27,5743286,$12.71,$13.2099,$12.27
07/23/2019,$13.18,4654966,$12.65,$13.19,$12.55
07/22/2019,$13.09,4296650,$13.34,$13.70,$12.91
07/19/2019,$13.23,3326612,$13.51,$13.67,$13.11
07/18/2019,$13.67,7781268,$12.50,$13.96,$12.37
07/17/2019,$12.85,7248504,$12.29,$13.52,$12.29
07/16/2019,$12.61,13467020,$13.89,$14.15,$12.54
07/15/2019,$14.46,10239210,$13.25,$14.85,$13.06
07/12/2019,$14.85,3905566,$15.22,$15.55,$14.74
07/11/2019,$14.89,6257209,$14.62,$15.56,$14.60
07/10/2019,$15.24,11225300,$16.98,$17.17,$15.02
07/09/2019,$16.35,7491179,$16.00,$16.52,$15.61
07/08/2019,$15.73,5874458,$15.48,$15.80,$15.21
07/05/2019,$14.67,3711556,$14.60,$14.94,$14.2575
07/03/2019,$14.70,6680682,$14.69,$14.86,$14.37
07/02/2019,$13.96,9980448,$12.10,$13.97,$11.99
07/01/2019,$12.73,12583910,$13.75,$13.75,$12.51
06/28/2019,$15.13,9134145,$14.83,$15.48,$14.56
06/27/2019,$13.82,20363150,$15.00,$15.47,$13.32
06/26/2019,$17.08,16993550,$16.21,$17.40,$15.93
06/25/2019,$14.88,10066510,$15.30,$15.44,$14.03
06/24/2019,$14.64,11608340,$14.49,$15.57,$14.47
06/21/2019,$13.55,8635401,$13.18,$13.75,$12.90
06/20/2019,$12.73,5750221,$12.17,$12.78,$12.05
06/19/2019,$11.46,3375282,$11.46,$12.05,$11.45
06/18/2019,$11.46,5309525,$12.02,$12.10,$11.22
06/17/2019,$12.00,7286212,$11.92,$12.37,$11.80
06/14/2019,$10.80,3646890,$10.94,$11.20,$10.80
06/13/2019,$10.75,2761519,$10.55,$10.88,$10.50
06/12/2019,$10.45,4504573,$9.96,$10.72,$9.94
06/11/2019,$9.80,2637090,$9.95,$10.10,$9.76
06/10/2019,$10.25,3064762,$10.46,$10.60,$9.92
06/07/2019,$10.36,6225617,$9.74,$10.53,$9.71
06/06/2019,$9.25,3853108,$9.70,$9.70,$9.03
06/05/2019,$9.82,4474476,$9.64,$9.96,$9.17
06/04/2019,$9.12,8929316,$9.90,$10.30,$9.11
06/03/2019,$10.77,5840229,$11.15,$11.40,$10.26
05/31/2019,$11.06,5095864,$11.30,$11.60,$11.05
05/30/2019,$11.63,8721398,$11.76,$12.58,$11.07
05/29/2019,$11.63,4915311,$11.43,$11.80,$11.41
05/28/2019,$11.44,6350100,$11.35,$11.62,$11.31
05/24/2019,$10.70,5955619,$10.17,$10.85,$10.17
05/23/2019,$9.99,3149799,$9.85,$10.28,$9.75
05/22/2019,$10.17,2509099,$10.18,$10.44,$10.00
05/21/2019,$10.40,3218243,$10.10,$10.45,$9.96
05/20/2019,$9.95,4876563,$9.99,$10.19,$9.69
05/17/2019,$9.23,7544646,$8.84,$9.45,$8.75
05/16/2019,$9.94,5588015,$10.10,$10.48,$9.81
05/15/2019,$10.55,8803876,$10.00,$10.67,$9.71
05/14/2019,$9.48,14497930,$10.63,$11.00,$9.11
05/13/2019,$10.21,14290920,$9.75,$10.45,$9.39
05/10/2019,$8.60,6937326,$8.49,$8.76,$8.35
05/09/2019,$8.23,4997935,$7.995,$8.257,$7.91
05/08/2019,$7.84,2924494,$7.87,$7.95,$7.67
05/07/2019,$7.81,5468593,$7.69,$8.02,$7.60
05/06/2019,$7.52,3350629,$7.25,$7.61,$7.02
05/03/2019,$7.325,6058170,$7.34,$7.67,$7.21
05/02/2019,$6.85,2728799,$6.87,$7.10,$6.78
05/01/2019,$6.75,2152133,$6.69,$6.96,$6.60
04/30/2019,$6.61,2461578,$6.35,$6.695,$6.35
04/29/2019,$6.21,2537342,$6.27,$6.48,$6.11
04/26/2019,$6.28,4666770,$6.33,$6.59,$6.22
04/25/2019,$6.98,3404028,$6.94,$7.10,$6.63
04/24/2019,$6.79,5180327,$7.14,$7.19,$6.72
04/23/2019,$7.39,5335155,$7.30,$7.49,$6.679
04/22/2019,$7.07,4231614,$6.97,$7.09,$6.81
04/18/2019,$6.90,2315407,$6.85,$6.97,$6.75
04/17/2019,$6.71,2257588,$6.68,$6.89,$6.53
04/16/2019,$6.69,4027700,$6.25,$6.73,$6.03
04/15/2019,$6.14,4127698,$6.49,$6.64,$6.125
04/12/2019,$6.49,3285027,$6.75,$6.84,$6.36
04/11/2019,$6.66,5589855,$6.75,$6.77,$6.54
04/10/2019,$7.32,6818954,$6.76,$7.48,$6.72
04/09/2019,$6.64,3215030,$6.89,$6.90,$6.55
04/08/2019,$6.83,7401626,$6.49,$6.85,$6.42
04/05/2019,$6.26,4754696,$6.015,$6.33,$5.98
04/04/2019,$5.82,5258418,$6.20,$6.20,$5.72
04/03/2019,$6.19,10002380,$5.93,$6.59,$5.93
04/02/2019,$5.74,6062036,$5.66,$5.83,$5.52
04/01/2019,$4.97,2733632,$4.85,$5.03,$4.85
03/29/2019,$4.78,2937412,$4.71,$4.83,$4.55
03/28/2019,$4.54,2104375,$4.65,$4.68,$4.51
03/27/2019,$4.62,2314945,$4.79,$4.87,$4.60
03/26/2019,$4.56,1411270,$4.57,$4.69,$4.48
03/25/2019,$4.57,2479709,$4.745,$4.78,$4.56
03/22/2019,$4.7925,1210021,$4.81,$4.89,$4.75
03/21/2019,$4.81,1974385,$4.985,$5.00,$4.67
03/20/2019,$4.92,3458407,$4.99,$5.15,$4.78
03/19/2019,$4.99,2988998,$4.88,$5.04,$4.87
03/18/2019,$4.88,2037188,$4.79,$4.90,$4.74
03/15/2019,$4.66,1404853,$4.565,$4.75,$4.55
03/14/2019,$4.50,2032321,$4.525,$4.59,$4.31
03/13/2019,$4.50,1944879,$4.57,$4.64,$4.44
03/12/2019,$4.60,740219,$4.695,$4.74,$4.55
03/11/2019,$4.62,1479280,$4.805,$4.83,$4.59
03/08/2019,$4.86,1696623,$4.75,$4.90,$4.75
03/07/2019,$4.75,1945770,$4.665,$4.82,$4.66
03/06/2019,$4.65,804654,$4.61,$4.67,$4.52
03/05/2019,$4.57,1564902,$4.58,$4.65,$4.495
03/04/2019,$4.29,1698486,$4.48,$4.50,$4.27
03/01/2019,$4.58,948485,$4.47,$4.64,$4.45
02/28/2019,$4.46,1192620,$4.42,$4.65,$4.40
02/27/2019,$4.30,1537035,$4.40,$4.50,$4.30
02/26/2019,$4.36,2000312,$4.625,$4.7399,$4.36
02/25/2019,$4.65,2891212,$4.625,$4.78,$4.50
02/22/2019,$4.84,2684789,$4.845,$4.99,$4.75
02/21/2019,$4.72,1932361,$4.815,$4.82,$4.65
02/20/2019,$4.82,2660021,$4.48,$4.90,$4.48
02/19/2019,$4.68,5387676,$4.625,$4.88,$4.62
02/15/2019,$4.19,1050904,$4.20,$4.25,$4.12
02/14/2019,$4.08,1280814,$4.115,$4.19,$4.06
02/13/2019,$4.16,1236994,$4.38,$4.38,$4.13
02/12/2019,$4.385,1678273,$4.23,$4.40,$4.15
02/11/2019,$4.23,1828667,$4.36,$4.40,$4.21
02/08/2019,$4.46,5480248,$3.935,$4.50,$3.92
02/07/2019,$3.87,1047698,$3.80,$3.91,$3.725
02/06/2019,$3.84,2646529,$3.865,$3.87,$3.66
02/05/2019,$3.90,1449804,$3.955,$4.02,$3.83
02/04/2019,$3.96,871797,$3.99,$4.00,$3.93
02/01/2019,$4.02,889076,$4.00,$4.07,$3.93
01/31/2019,$3.99,1108740,$4.04,$4.06,$3.93
01/30/2019,$4.06,770749,$4.035,$4.09,$4.01
01/29/2019,$4.02,975179,$3.97,$4.07,$3.93
01/28/2019,$3.93,2287493,$4.07,$4.09,$3.92
01/25/2019,$4.19,802981,$4.11,$4.29,$4.11
01/24/2019,$4.25,1097472,$4.11,$4.29,$4.07
01/23/2019,$4.12,1302340,$4.325,$4.36,$4.08
01/22/2019,$4.25,1526007,$4.30,$4.38,$4.21
01/18/2019,$4.34,1045878,$4.40,$4.46,$4.25
01/17/2019,$4.43,975033,$4.18,$4.52,$4.04
01/16/2019,$4.24,1291970,$4.315,$4.34,$4.20
01/15/2019,$4.21,1308309,$4.405,$4.45,$4.17
01/14/2019,$4.47,2581604,$4.145,$4.55,$4.14
01/11/2019,$4.32,1218518,$4.41,$4.49,$4.25
01/10/2019,$4.32,3799757,$4.455,$4.46,$4.16
01/09/2019,$4.71,2778001,$5.015,$5.02,$4.63
01/08/2019,$4.96,2653204,$4.895,$5.08,$4.84
01/07/2019,$4.86,2676567,$4.74,$4.94,$4.74
01/04/2019,$4.53,2020651,$4.585,$4.65,$4.41
01/03/2019,$4.52,1503033,$4.325,$4.62,$4.32
01/02/2019,$4.62,2948174,$4.155,$4.65,$4.13
12/31/2018,$3.965,3828967,$4.14,$4.15,$3.95
12/28/2018,$4.17,4033167,$3.975,$4.33,$3.925
12/27/2018,$4.04,4424869,$4.17,$4.17,$3.84
12/26/2018,$4.25,3018023,$4.445,$4.48,$4.22
12/24/2018,$4.79,2263711,$4.595,$4.84,$4.59
12/21/2018,$4.32,2709644,$4.69,$4.77,$4.25
12/20/2018,$4.63,3620726,$4.69,$4.84,$4.52
12/19/2018,$4.31,4361264,$4.56,$4.73,$4.21
12/18/2018,$4.15,2327995,$4.495,$4.50,$3.91
12/17/2018,$4.35,3792781,$3.99,$4.43,$3.96
12/14/2018,$3.84,1614945,$3.92,$3.94,$3.76
12/13/2018,$3.885,1413463,$4.055,$4.14,$3.82
12/12/2018,$4.05,1827915,$4.015,$4.39,$3.97
12/11/2018,$3.95,922125,$4.195,$4.20,$3.94
12/10/2018,$4.03,1572879,$3.985,$4.15,$3.91
12/07/2018,$3.98,5126608,$4.085,$4.20,$3.91
12/06/2018,$4.29,2291287,$4.41,$4.42,$4.26
12/04/2018,$4.51,1995653,$4.85,$4.94,$4.50
12/03/2018,$4.75,2141357,$5.005,$5.01,$4.62
11/30/2018,$4.99,1898563,$5.03,$5.14,$4.84
11/29/2018,$5.29,2295580,$5.515,$5.64,$5.17
11/28/2018,$5.54,5963921,$4.945,$5.64,$4.94
11/27/2018,$4.70,2020947,$4.455,$4.75,$4.45
11/26/2018,$4.49,4752875,$4.555,$4.73,$4.37
11/23/2018,$4.88,1095117,$4.895,$4.99,$4.78
11/21/2018,$5.03,2289276,$4.975,$5.15,$4.95
11/20/2018,$4.895,5068409,$4.955,$5.38,$4.80
11/19/2018,$5.40,4845086,$5.54,$5.64,$5.24
11/16/2018,$6.05,1456522,$6.235,$6.27,$5.89
11/15/2018,$6.25,3249044,$5.87,$6.35,$5.40
11/14/2018,$5.98,4348727,$6.655,$6.80,$5.92
11/13/2018,$6.87,772639,$6.905,$6.99,$6.67
11/12/2018,$6.91,728426,$7.235,$7.28,$6.90
11/09/2018,$7.06,1101229,$7.295,$7.34,$6.86
11/08/2018,$7.44,980742,$7.66,$7.70,$7.25
11/07/2018,$7.72,1355351,$7.775,$7.79,$7.625
11/06/2018,$7.49,1493846,$7.22,$7.68,$7.18
11/05/2018,$7.165,1275473,$6.845,$7.24,$6.84
11/02/2018,$6.93,1037016,$6.785,$6.98,$6.70
11/01/2018,$6.64,851777,$6.625,$6.65,$6.48
10/31/2018,$6.74,1249837,$6.64,$6.75,$6.36
10/30/2018,$6.66,1172077,$6.845,$6.85,$6.55
10/29/2018,$6.83,1939747,$6.855,$6.88,$6.50
10/26/2018,$6.97,1001247,$7.005,$7.15,$6.91
10/25/2018,$7.04,823049,$7.14,$7.17,$7.02
10/24/2018,$7.19,1135401,$7.345,$7.55,$7.09
10/23/2018,$7.22,1304185,$7.19,$7.42,$7.02
10/22/2018,$7.18,834349,$7.07,$7.25,$6.97
10/19/2018,$7.05,711468,$6.97,$7.19,$6.95
10/18/2018,$6.98,785680,$7.20,$7.27,$6.95
10/17/2018,$7.21,525658,$7.20,$7.25,$7.07
10/16/2018,$7.28,814718,$7.30,$7.49,$7.19
10/15/2018,$7.25,2345333,$7.08,$7.45,$7.01
10/12/2018,$6.85,1168809,$6.865,$6.99,$6.78
10/11/2018,$6.78,2474177,$6.99,$6.99,$6.75
10/10/2018,$7.31,1375187,$7.65,$7.65,$7.25
10/09/2018,$7.725,852224,$7.82,$7.90,$7.51
10/08/2018,$7.88,1449013,$7.30,$7.91,$7.30
10/05/2018,$7.30,996218,$7.50,$7.50,$7.20
10/04/2018,$7.46,1034615,$7.28,$7.50,$7.20
10/03/2018,$7.36,1369991,$7.35,$7.50,$7.16
10/02/2018,$7.40,1778452,$7.68,$7.80,$7.34
10/01/2018,$7.73,1366420,$7.86,$7.95,$7.67
09/28/2018,$7.94,1272352,$8.11,$8.18,$7.90
09/27/2018,$8.08,1916117,$8.075,$8.11,$7.85
09/26/2018,$8.03,2268350,$8.05,$8.17,$7.95
09/25/2018,$8.05,2699260,$8.07,$8.15,$7.87
09/24/2018,$8.32,1285126,$8.70,$8.70,$8.26
09/21/2018,$8.85,2401425,$8.28,$8.90,$8.27
09/20/2018,$8.09,996993,$8.15,$8.22,$8.00
09/19/2018,$8.17,1601519,$8.04,$8.20,$7.85
09/18/2018,$8.10,766292,$8.245,$8.25,$8.05
09/17/2018,$8.04,1300135,$8.375,$8.50,$8.00
09/14/2018,$8.55,807270,$8.71,$8.73,$8.41
09/13/2018,$8.69,1412433,$8.45,$8.75,$8.35
09/12/2018,$8.24,1028324,$8.10,$8.34,$7.96
09/11/2018,$8.14,1405850,$8.17,$8.23,$7.87
09/10/2018,$8.23,1351634,$8.54,$8.58,$8.02
09/07/2018,$8.34,1364126,$8.725,$8.80,$8.32
09/06/2018,$8.58,1789845,$8.56,$8.84,$8.51
09/05/2018,$8.85,2088598,$9.13,$9.13,$8.83
09/04/2018,$9.50,1553452,$9.86,$9.90,$9.33
08/31/2018,$9.50,913852,$9.10,$9.52,$9.05
08/30/2018,$9.13,1170928,$9.20,$9.24,$9.10
08/29/2018,$9.49,1521157,$9.85,$9.95,$9.36
08/28/2018,$9.86,2316955,$9.78,$9.90,$9.56
08/27/2018,$9.34,1237695,$9.24,$9.35,$9.04
08/24/2018,$9.18,1381550,$8.845,$9.20,$8.84
08/23/2018,$8.82,944447,$8.82,$8.99,$8.75
08/22/2018,$8.93,1458336,$9.21,$9.22,$8.80
08/21/2018,$8.87,1247028,$8.94,$9.00,$8.73
08/20/2018,$8.76,1266183,$8.875,$9.05,$8.75
08/17/2018,$8.87,3089786,$9.15,$9.24,$8.76
08/16/2018,$9.10,2923424,$9.59,$9.60,$9.05
08/15/2018,$9.64,2357140,$9.605,$9.78,$9.26
08/14/2018,$9.20,1993300,$9.21,$9.40,$9.10
08/13/2018,$9.41,2099204,$9.845,$9.98,$9.35
08/10/2018,$9.60,1281395,$9.765,$9.99,$9.57
08/09/2018,$9.74,2174935,$9.715,$10.03,$9.56
08/08/2018,$9.73,3777128,$9.545,$9.94,$9.50
08/07/2018,$10.13,1333246,$10.22,$10.37,$10.07
08/06/2018,$9.97,2340849,$9.685,$10.10,$9.66
08/03/2018,$10.15,2150111,$10.09,$10.64,$10.00
08/02/2018,$10.35,1672324,$10.05,$10.50,$9.90
08/01/2018,$10.10,1870940,$10.365,$10.39,$9.92
07/31/2018,$10.42,2814303,$10.84,$10.84,$10.37
07/30/2018,$11.11,2299853,$11.85,$11.86,$10.81
07/27/2018,$11.95,3081955,$11.575,$12.11,$11.15
07/26/2018,$12.10,1322281,$11.91,$12.12,$11.65
07/25/2018,$11.88,3138477,$12.335,$12.34,$11.57
07/24/2018,$12.26,4184048,$12.20,$12.36,$12.14
07/23/2018,$11.58,3378356,$11.68,$11.87,$11.40
07/20/2018,$11.00,2883560,$11.20,$11.59,$10.865
07/19/2018,$10.95,3275185,$10.945,$11.35,$10.56
07/18/2018,$10.83,6400224,$11.78,$12.16,$10.75
07/17/2018,$11.49,5224545,$10.45,$11.60,$10.32
07/16/2018,$10.30,3047461,$9.875,$10.33,$9.82
07/13/2018,$9.24,1141174,$9.41,$9.55,$9.20
07/12/2018,$9.31,1577593,$9.05,$9.40,$8.85
07/11/2018,$9.35,885748,$9.425,$9.54,$9.23
07/10/2018,$9.27,3730074,$9.57,$9.85,$9.25
07/09/2018,$10.30,2172048,$10.37,$10.66,$10.25
07/06/2018,$10.23,1277628,$10.085,$10.28,$10.03
07/05/2018,$10.05,1853712,$10.02,$10.31,$9.95
07/03/2018,$10.01,1000581,$10.305,$10.31,$9.80
07/02/2018,$10.20,4230882,$9.26,$10.30,$9.20
06/29/2018,$8.53,1892482,$8.265,$8.69,$8.25
06/28/2018,$8.94,2173975,$8.495,$9.24,$8.24
06/27/2018,$8.52,5544879,$9.075,$9.08,$8.34
06/26/2018,$9.23,3693069,$9.86,$9.88,$9.20
06/25/2018,$9.80,3921987,$10.085,$10.23,$9.70
06/22/2018,$10.10,3690889,$10.33,$10.33,$10.06
